title,salary,,Rating,company,,,compsize,Founded,ownership,,,Revenue,Competitors,hourly,employer_provided_salary,min_salary,max_salary,average_salary,state,same_state,senior,research_positions,engineers,scientist,manager,analyst,Seniority,below_above_salaries
research,43-88 ,,4.3,RTI International,,,1001 to 5000 ,11-05-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),3,0,0,43000,88000,65500,NC,0,1,1,0,0,0,0,none,below average
other positions,124-199 ,,3.6,TRANZACT,,,1001 to 5000 ,11-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,124000,199000,161500,NJ,1,0,0,0,0,0,0,none,above average
data analyst,52-93 ,,2.1,United BioSource,,,1001 to 5000 ,25-06-1905,Other Organization,,,$100 to $500 million (USD),2,0,0,52000,93000,72500,PA,1,1,0,0,0,0,1,senior,below average
data engineer,97-181 ,,3.9,Figure Eight,,,51 to 200 ,30-06-1905,Company - Public,,,$10 to $25 million (USD),0,0,0,97000,181000,139000,CA,1,1,0,1,0,0,0,none,above average
data engineer,100-173 ,,3.9,Tapjoy,,,201 to 500 ,29-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,100000,173000,136500,CA,1,1,0,1,0,0,0,none,above average
data scientist,53-96 ,,3.8,Fareportal,,,1001 to 5000 ,24-06-1905,Company - Private,,,$2 to $5 billion (USD),3,0,0,53000,96000,74500,NY,1,0,0,0,1,0,0,none,below average
other positions,65-96 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,65000,96000,80500,NC,1,1,0,0,0,0,0,none,below average
data scientist,56-95 ,,3.5,Sartorius,,,5001 to 10000 ,12-02-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,56000,95000,75500,NM,0,0,0,0,1,0,0,none,below average
data scientist,111-176 ,,4.7,1904labs,,,51 to 200 ,08-07-1905,Company - Private,,,Unknown / Non-Applicable,2,0,0,111000,176000,143500,MO,1,0,0,0,1,0,0,none,above average
data scientist,75-127 ,,5,Royce Geospatial,,,51 to 200 ,06-07-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,75000,127000,101000,VA,0,0,0,0,1,0,0,none,above average
data engineer,65-119 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,65000,119000,92000,MA,1,0,0,1,0,0,0,none,below average
data scientist,56-97 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,56000,97000,76500,WA,1,0,0,0,1,0,0,none,below average
data scientist,108-173 ,,4.7,Recursion Pharmaceuticals,,,51 to 200 ,05-07-1905,Company - Private,,,$1 to $5 million (USD),0,0,0,108000,173000,140500,UT,1,0,0,0,1,0,0,none,above average
data scientist,94-139 ,,3.6,Citi,,,10000+ ,16-12-1904,Company - Public,,,$10+ billion (USD),0,0,0,94000,139000,116500,NJ,0,0,0,0,1,0,0,none,above average
other positions,176-289 ,,4.7,Sage Intacct,,,501 to 1000 ,21-06-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,0,0,0,176000,289000,232500,CA,0,0,0,0,0,0,0,none,above average
data scientist,92-149 ,,3.5,Scale AI,,,51 to 200 ,08-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,92000,149000,120500,CA,1,0,0,0,1,0,0,none,above average
other positions,63-101 ,,3.5,Esri,,,1001 to 5000 ,22-05-1905,Company - Private,,,$1 to $2 billion (USD),1,0,0,63000,101000,82000,VA,0,0,0,0,0,0,0,none,below average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
data scientist,118-188 ,,2.7,Change Healthcare,,,10000+ ,29-06-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,118000,188000,153000,CA,0,0,0,0,1,0,0,none,above average
data scientist,108-146 ,,3.4,MZ,,,501 to 1000 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,108000,146000,127000,CA,1,0,0,0,1,0,0,none,above average
data scientist,65-106 ,,4.7,HG Insights,,,51 to 200 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,65000,106000,85500,CA,1,0,0,0,1,0,0,none,below average
data scientist,55-98 ,,2.8,"1-800-FLOWERS.COM, Inc.",,,1001 to 5000 ,29-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,55000,98000,76500,NY,1,0,0,0,1,0,0,none,below average
data scientist,94-162 ,,3.5,CBS Interactive,,,1001 to 5000 ,14-06-1905,Subsidiary or Business Segment,,,$500 million to $1 billion (USD),3,0,0,94000,162000,128000,NY,0,0,0,0,1,0,0,none,above average
data engineer,63-120 ,,3.2,"Numeric, LLC",,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$5 to $10 million (USD),0,0,0,63000,120000,91500,PA,0,0,0,1,0,0,0,none,below average
other positions,90-179 ,,4.4,Rubius Therapeutics,,,201 to 500 ,05-07-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,90000,179000,134500,MA,1,1,0,0,0,0,0,none,above average
data scientist,127-202 ,,3.3,Samba TV,,,201 to 500 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,127000,202000,164500,CA,1,0,0,0,1,0,0,none,above average
other positions,60-127 ,,4,ClearEdge,,,51 to 200 ,24-06-1905,Company - Private,,,$5 to $10 million (USD),0,0,0,60000,127000,93500,MD,1,0,0,0,0,0,0,none,below average
data analyst,31-57 ,,3.4,SV Microwave,,,201 to 500 ,13-06-1905,Company - Public,,,$50 to $100 million (USD),0,0,0,31000,57000,44000,FL,1,0,0,0,0,0,1,none,below average
data engineer,105-194 ,,3.8,Sumo Logic,,,501 to 1000 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,105000,194000,149500,TX,0,0,0,1,0,0,0,none,above average
data engineer,45-86 ,,3.5,EAB,,,1001 to 5000 ,29-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,45000,86000,65500,DC,1,0,0,1,0,0,0,none,below average
data engineer,75-143 ,,4.4,SpringML,,,1 to 50 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,75000,143000,109000,VA,0,0,0,1,0,0,0,none,above average
data engineer,126-228 ,,3.7,Samsung Research America,,,1001 to 5000 ,10-06-1905,Subsidiary or Business Segment,,,$50 to $100 million (USD),3,0,0,126000,228000,177000,CA,1,0,0,1,0,0,0,none,above average
data scientist,80-134 ,,4.7,Systems & Technology Research,,,201 to 500 ,02-07-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,80000,134000,107000,VA,0,0,0,0,1,0,0,none,above average
data scientist,120-189 ,,4.1,Netskope,,,501 to 1000 ,04-07-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,120000,189000,154500,CA,1,0,0,0,1,0,0,none,above average
data scientist,85-142 ,,4,Lorven Technologies Inc,,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Less than $1 million (USD),0,0,0,85000,142000,113500,CA,0,0,0,0,1,0,0,none,above average
data scientist,95-154 ,,3.5,Brighthouse Financial,,,1001 to 5000 ,09-07-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,95000,154000,124500,NC,1,1,0,0,1,0,0,none,above average
data scientist,111-176 ,,2.5,CareDx,,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,1,0,0,111000,176000,143500,CA,1,0,0,0,1,0,0,none,above average
data scientist,87-140 ,,3.9,Serigor Inc.,,,1 to 50 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Less than $1 million (USD),0,0,0,87000,140000,113500,CA,0,0,0,0,1,0,0,none,above average
data scientist,76-127 ,,3.4,Leidos,,,10000+ ,22-05-1905,Company - Public,,,$10+ billion (USD),0,0,0,76000,127000,101500,VA,0,0,0,0,1,0,0,none,above average
data analyst,54-92 ,,3.6,Beckman Coulter Diagnostics,,,10000+ ,18-04-1905,Subsidiary or Business Segment,,,$2 to $5 billion (USD),3,0,0,54000,92000,73000,NY,0,0,0,0,0,0,1,none,below average
data scientist,61-100 ,,3.5,IHS Markit,,,10000+ ,08-07-1905,Company - Public,,,$2 to $5 billion (USD),2,0,0,61000,100000,80500,NY,0,0,0,0,1,0,0,none,below average
data scientist,81-140 ,,-1,ALIN,,,Unknown,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,0,81000,140000,110500,NY,0,0,0,0,1,0,0,none,above average
data engineer,80-148 ,,2.9,Affinity Solutions,,,51 to 200 ,20-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,80000,148000,114000,CA,0,0,0,1,0,0,0,none,above average
data scientist,108-171 ,,3.5,e-IT Professionals Corp.,,,51 to 200 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$5 to $10 million (USD),0,0,0,108000,171000,139500,CA,0,0,0,0,1,0,0,none,above average
data scientist,112-179 ,,4.8,TechProjects,,,1 to 50 ,03-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,112000,179000,145500,NY,0,0,0,0,1,0,0,none,above average
data scientist,63-111 ,,4,Biz2Credit Inc,,,201 to 500 ,29-06-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,63000,111000,87000,NY,1,0,0,0,1,0,0,none,below average
data scientist,75-126 ,,4.2,PeoplesBank,,,201 to 500 ,27-02-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,75000,126000,100500,MA,1,0,0,0,1,0,0,none,below average
data scientist,110-184 ,,3.8,Capgemini,,,10000+ ,20-05-1905,Company - Public,,,$10+ billion (USD),3,0,0,110000,184000,147000,NY,0,0,0,0,1,1,0,none,above average
data engineer,76-145 ,,3.7,GNY Insurance Companies,,,201 to 500 ,28-03-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,76000,145000,110500,NY,1,0,0,1,0,0,0,none,above average
data analyst,36-62 ,,3.9,Citadel Federal Credit Union,,,501 to 1000 ,20-04-1905,Nonprofit Organization,,,Unknown / Non-Applicable,3,0,0,36000,62000,49000,PA,1,0,0,0,0,0,1,none,below average
data scientist,70-118 ,,4.6,"Conch Technologies, Inc",,,51 to 200 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$5 to $10 million (USD),0,0,0,70000,118000,94000,MA,0,0,0,0,1,0,0,none,below average
data scientist,94-153 ,,4.3,Medidata Solutions,,,1001 to 5000 ,21-06-1905,Company - Public,,,$500 million to $1 billion (USD),1,0,0,94000,153000,123500,NY,1,1,0,0,1,0,0,none,above average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
data analyst,50-92 ,,3.7,CALIBRE Systems,,,501 to 1000 ,11-06-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,50000,92000,71000,VA,1,0,0,0,0,0,1,none,below average
data engineer,49-97 ,,4,HP Inc.,,,10000+ ,22-04-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,49000,97000,73000,OR,0,0,0,1,0,0,0,none,below average
other positions,67-135 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,67000,135000,101000,MA,0,0,0,0,0,0,0,none,above average
other positions,138-224 ,,3.9,Tapjoy,,,201 to 500 ,29-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,138000,224000,181000,CA,1,0,0,0,0,0,0,none,above average
data scientist,80-139 ,,3.7,Northrop Grumman,,,10000+ ,22-04-1905,Company - Public,,,$10+ billion (USD),0,0,0,80000,139000,109500,CA,0,0,0,0,1,0,0,none,above average
data scientist,158-211 ,,3.7,Visa Inc.,,,10000+ ,11-05-1905,Company - Public,,,$10+ billion (USD),3,0,0,158000,211000,184500,WA,0,0,0,0,1,0,0,none,above average
data scientist,150-180 ,,3.9,Quartet Health,,,201 to 500 ,06-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,150000,180000,165000,NY,1,1,0,0,1,0,0,none,above average
data analyst,42-80 ,,3.7,Motorola Solutions,,,10000+ ,11-04-1905,Company - Public,,,$5 to $10 billion (USD),3,0,0,42000,80000,61000,IL,1,0,0,0,0,0,1,none,below average
data engineer,190-220,,4.1,Credit Sesame,,,51 to 200 ,02-07-1905,Company - Private,,,$50 to $100 million (USD),3,0,0,190000,220000,205000,CA,1,0,0,1,0,0,0,none,above average
data analyst,42-77 ,,3.1,Success Academy Charter Schools,,,1001 to 5000 ,28-06-1905,School / School District,,,$100 to $500 million (USD),0,0,0,42000,77000,59500,NY,1,0,0,0,0,0,1,none,below average
other positions,68-139 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,68000,139000,103500,KY,0,0,0,0,0,0,0,none,above average
other positions,54-71 ,,3,Infosys,,,10000+ ,03-06-1905,Company - Public,,,$10+ billion (USD),3,0,0,54000,71000,62500,CT,0,0,0,0,0,0,0,none,below average
other positions,34-92 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,34000,92000,63000,MA,1,0,0,0,0,1,0,none,below average
data analyst,47-85 ,,3.6,AXION Healthcare Solutions,,,1 to 50 ,02-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,47000,85000,66000,NY,1,0,0,0,0,0,1,none,below average
data engineer,65-124 ,,3.5,Alignment Healthcare,,,501 to 1000 ,05-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,65000,124000,94500,CA,1,0,0,1,0,0,0,none,below average
data scientist,56-95 ,,4.2,ExecOnline,,,51 to 200 ,04-07-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,56000,95000,75500,NY,1,0,0,0,1,0,0,none,below average
other positions,62-112 ,,4,Mteq,,,501 to 1000 ,07-05-1905,Company - Public,,,$100 to $500 million (USD),2,0,0,62000,112000,87000,VA,0,0,0,0,0,0,0,none,below average
data scientist,107-173 ,,3.9,AstraZeneca,,,10000+ ,27-03-1905,Company - Public,,,$10+ billion (USD),3,0,0,107000,173000,140000,MD,0,1,0,0,1,0,0,none,above average
data scientist,64-108 ,,3.7,Brillient,,,201 to 500 ,28-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,64000,108000,86000,MD,0,0,0,0,1,0,0,none,below average
data scientist,89-144 ,,4.4,Entefy,,,1 to 50 ,04-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,89000,144000,116500,CA,1,1,0,0,1,0,0,none,above average
other positions,109-200 ,,3.5,Sunovion,,,1001 to 5000 ,02-07-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,109000,200000,154500,MA,1,1,0,0,0,0,0,none,above average
other positions,61-113 ,,3.7,Cboe Global Markets,,,501 to 1000 ,26-05-1905,Company - Public,,,$500 million to $1 billion (USD),0,0,0,61000,113000,87000,KS,0,0,0,0,0,0,0,none,below average
data analyst,35-62 ,,3.6,San Manuel Casino,,,1001 to 5000 ,08-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,35000,62000,48500,CA,1,0,0,0,0,0,1,none,below average
data engineer,55-105 ,,3.4,Trace3,,,501 to 1000 ,24-06-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,55000,105000,80000,TX,0,0,0,1,0,0,0,none,below average
other positions,18-25 ,,4,Texas Health Huguley Hospital,,,1001 to 5000 ,30-05-1905,Hospital,,,$50 to $100 million (USD),0,1,0,18000,25000,21500,TX,0,0,0,0,0,0,0,none,below average
other positions,39-66 ,,2.4,Teasdale Latin Foods,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$100 to $500 million (USD),0,0,0,39000,66000,52500,IL,0,0,0,0,0,0,0,none,below average
data scientist,135-211 ,,3.7,Northrop Grumman,,,10000+ ,22-04-1905,Company - Public,,,$10+ billion (USD),0,0,0,135000,211000,173000,CA,0,0,0,0,1,0,0,none,above average
data engineer,57-80 ,,3.5,Saama Technologies Inc,,,501 to 1000 ,19-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,57000,80000,68500,AZ,0,0,0,1,0,0,0,none,below average
data scientist,129-215 ,,4.4,Two Sigma,,,1001 to 5000 ,23-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,129000,215000,172000,NY,1,0,0,0,1,0,0,none,above average
data scientist,86-143 ,,3.3,Liberty Mutual Insurance,,,10000+ ,26-03-1905,Company - Private,,,$10+ billion (USD),3,0,0,86000,143000,114500,MA,1,0,0,0,1,0,0,none,above average
other positions,63-127 ,,3.9,AstraZeneca,,,10000+ ,27-03-1905,Company - Public,,,$10+ billion (USD),3,0,0,63000,127000,95000,MD,0,0,0,0,0,0,0,none,below average
data scientist,50-89 ,,3.2,MITRE,,,5001 to 10000 ,11-05-1905,Nonprofit Organization,,,$1 to $2 billion (USD),3,0,0,50000,89000,69500,MA,1,0,0,0,1,0,0,none,below average
data engineer,43-86 ,,3.2,Guidepoint,,,501 to 1000 ,25-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,43000,86000,64500,NY,1,0,0,1,0,0,0,none,below average
other positions,74-149 ,,2.1,Cerus Corporation,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Company - Public,,,$25 to $50 million (USD),0,0,0,74000,149000,111500,CA,1,0,0,0,0,0,0,none,above average
data scientist,71-124 ,,4,Strategic Financial Solutions,,,501 to 1000 ,29-06-1905,Company - Private,,,Unknown / Non-Applicable,2,0,0,71000,124000,97500,NY,1,0,0,0,1,0,0,none,below average
data engineer,113-196 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,113000,196000,154500,MA,0,0,0,1,0,0,0,none,above average
research,81-167 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,167000,124000,PA,1,1,1,0,0,0,0,none,above average
data scientist,69-121 ,,3.4,"Remedy BPCI Partners, LLC.",,,201 to 500 ,03-07-1905,Company - Private,,,Unknown / Non-Applicable,2,0,0,69000,121000,95000,NY,0,0,0,0,1,0,0,none,below average
data scientist,97-160 ,,4.4,Maven Wave Partners,,,201 to 500 ,30-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,97000,160000,128500,IL,1,1,0,0,1,0,0,none,above average
data scientist,150-238 ,,3.2,The Climate Corporation,,,501 to 1000 ,28-06-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,3,0,0,150000,238000,194000,CA,1,0,0,0,1,0,0,none,above average
data scientist,77-132 ,,3.5,Crossix Solutions,,,201 to 500 ,27-06-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,77000,132000,104500,NY,1,0,0,0,1,0,0,none,above average
other positions,24-39 ,,3.7,Vail Health,,,501 to 1000 ,19-05-1905,Hospital,,,$100 to $500 million (USD),0,1,0,24000,39000,31500,CO,1,0,0,0,0,0,0,none,below average
data engineer,59-112 ,,4.2,Clarity Insights,,,201 to 500 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,59000,112000,85500,NC,0,0,0,1,0,0,0,none,below average
data analyst,35-65 ,,4.2,The Church of Jesus Christ of Latter-day Saints,,,10000+ ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,0,35000,65000,50000,UT,1,0,0,0,0,0,1,none,below average
data engineer,79-147 ,,3.1,NCSOFT,,,1001 to 5000 ,19-06-1905,Company - Public,,,$10+ billion (USD),3,0,0,79000,147000,113000,CA,0,0,0,1,0,0,0,none,above average
other positions,62-119 ,,3.9,GSK,,,10000+ ,03-01-1905,Company - Public,,,$10+ billion (USD),3,0,0,62000,119000,90500,MA,0,0,0,0,0,0,0,none,below average
data scientist,119-187 ,,4.3,Factual,,,51 to 200 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,1,0,0,119000,187000,153000,CA,1,1,0,0,1,0,0,none,above average
data analyst,90-157 ,,3.3,TriNet,,,1001 to 5000 ,10-06-1905,Company - Public,,,$2 to $5 billion (USD),3,0,0,90000,157000,123500,CA,1,0,0,0,0,0,1,none,above average
data analyst,32-62 ,,3.9,Signpost,,,201 to 500 ,02-07-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,32000,62000,47000,NY,1,0,0,0,0,0,1,none,below average
other positions,42-86 ,,3.5,Central California Alliance for Health,,,501 to 1000 ,18-06-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),0,0,0,42000,86000,64000,CA,1,0,0,0,0,1,0,none,below average
other positions,116-208 ,,4,Adobe,,,10000+ ,04-06-1905,Company - Public,,,$5 to $10 billion (USD),2,0,0,116000,208000,162000,CA,1,0,0,0,0,0,0,none,above average
data scientist,102-172 ,,3.9,AstraZeneca,,,10000+ ,27-03-1905,Company - Public,,,$10+ billion (USD),3,0,0,102000,172000,137000,NY,0,1,0,0,1,0,0,none,above average
data engineer,69-127 ,,3,Pilot Flying J Travel Centers LLC,,,10000+ ,11-05-1905,Company - Private,,,$10+ billion (USD),3,0,0,69000,127000,98000,TN,1,1,0,1,0,0,0,senior,below average
data scientist,86-144 ,,3.7,Swiss Re,,,10000+ ,05-02-1905,Company - Public,,,$10+ billion (USD),3,0,0,86000,144000,115000,NY,0,0,0,0,1,0,0,none,above average
data scientist,102-165 ,,3.5,Sartorius,,,5001 to 10000 ,12-02-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,102000,165000,133500,CO,0,1,0,0,1,0,0,none,above average
data engineer,74-124 ,,4,Pinnacol Assurance,,,501 to 1000 ,29-03-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),0,0,0,74000,124000,99000,CO,1,0,0,1,0,0,0,none,below average
other positions,40-68 ,,3.3,Palermo's Pizza,,,501 to 1000 ,17-05-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,40000,68000,54000,WI,1,0,0,0,0,0,0,none,below average
data engineer,76-142 ,,3.2,Equian LLC,,,1001 to 5000 ,26-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,76000,142000,109000,TN,0,1,0,1,0,0,0,none,above average
data engineer,76-142 ,,3.4,MetroStar Systems,,,201 to 500 ,21-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,76000,142000,109000,MD,0,0,0,1,0,0,0,none,above average
data scientist,108-171 ,,4.4,MathWorks,,,1001 to 5000 ,06-06-1905,Company - Private,,,$1 to $2 billion (USD),0,0,0,108000,171000,139500,MA,1,1,0,0,1,0,0,none,above average
other positions,202-306 ,,3.3,Liberty Mutual Insurance,,,10000+ ,26-03-1905,Company - Private,,,$10+ billion (USD),3,0,0,202000,306000,254000,IL,0,0,0,0,0,0,0,none,above average
other positions,91-159 ,,3.2,Information Builders,,,1001 to 5000 ,28-05-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,91000,159000,125000,NY,1,0,0,0,0,0,0,none,above average
other positions,80-133 ,,3.8,Novartis,,,10000+ ,18-06-1905,Company - Public,,,$10+ billion (USD),0,0,0,80000,133000,106500,MA,0,1,0,0,0,0,0,senior,above average
other positions,49-97 ,,2.9,Audentes Therapeutics,,,201 to 500 ,04-07-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,3,0,0,49000,97000,73000,CA,0,0,0,0,0,0,0,none,below average
other positions,49-113 ,,2.7,Advanced BioScience Laboratories,,,201 to 500 ,14-05-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,49000,113000,81000,MD,1,0,0,0,0,0,0,none,below average
other positions,21-34 ,,3.6,Beebe Healthcare,,,1001 to 5000 ,18-04-1905,Nonprofit Organization,,,$100 to $500 million (USD),0,1,0,21000,34000,27500,DE,0,0,0,0,0,0,0,none,below average
other positions,65-134 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,65000,134000,99500,NC,1,0,0,0,0,0,0,none,below average
data analyst,32-59 ,,3.3,National Interstate,,,501 to 1000 ,11-06-1905,Company - Private,,,$500 million to $1 billion (USD),0,0,0,32000,59000,45500,OH,1,0,0,0,0,0,1,none,below average
data analyst,39-69 ,,3.7,The Hanover Insurance Group,,,5001 to 10000 ,25-01-1905,Company - Public,,,$5 to $10 billion (USD),0,0,0,39000,69000,54000,MA,1,0,0,0,0,0,1,none,below average
data engineer,87-158 ,,4.5,Moser Consulting,,,51 to 200 ,18-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,87000,158000,122500,IN,1,1,0,1,0,0,0,senior,above average
data analyst,27-48 ,,3,Greenway Health,,,1001 to 5000 ,30-05-1905,Subsidiary or Business Segment,,,$100 to $500 million (USD),3,0,0,27000,48000,37500,FL,1,0,0,0,0,0,1,none,below average
data analyst,36-71 ,,3.8,Fareportal,,,1001 to 5000 ,24-06-1905,Company - Private,,,$2 to $5 billion (USD),3,0,0,36000,71000,53500,NY,1,0,0,0,0,0,1,none,below average
data scientist,107-173 ,,3.9,TransUnion,,,5001 to 10000 ,21-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,107000,173000,140000,IL,1,1,0,0,1,0,0,none,above average
other positions,56-99 ,,3.2,MITRE,,,5001 to 10000 ,11-05-1905,Nonprofit Organization,,,$1 to $2 billion (USD),3,0,0,56000,99000,77500,VA,0,1,0,0,0,0,0,none,below average
other positions,25-28 ,,3.3,Mcphail Associates,,,1 to 50 ,29-05-1905,Company - Private,,,Unknown / Non-Applicable,0,1,1,25000,28000,26500,MA,1,0,0,0,0,0,0,none,below average
other positions,80-155 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,80000,155000,117500,NC,1,1,0,0,0,0,0,none,above average
other positions,43-98 ,,2.4,Crown Bioscience,,,501 to 1000 ,28-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,43000,98000,70500,CA,1,0,0,0,0,0,0,none,below average
other positions,44-96 ,,2.9,Q2 Solutions,,,1001 to 5000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,44000,96000,70000,NY,0,0,0,0,0,0,0,none,below average
other positions,45-78 ,,4.8,HOVER,,,51 to 200 ,03-07-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,45000,78000,61500,CA,1,0,0,0,0,1,0,none,below average
other positions,50-110 ,,2.9,Q2 Solutions,,,1001 to 5000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,50000,110000,80000,GA,0,1,0,0,0,0,0,senior,below average
data scientist,60-99 ,,4.7,Oversight Systems,,,51 to 200 ,25-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,60000,99000,79500,GA,1,0,0,0,1,0,0,none,below average
data scientist,130-206 ,,4.7,Confluent,,,501 to 1000 ,06-07-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,130000,206000,168000,CA,1,0,0,0,1,0,0,none,above average
data engineer,61-119 ,,3.4,Arbella Insurance,,,1001 to 5000 ,10-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,61000,119000,90000,MA,1,0,0,1,0,0,0,none,below average
research,100-140,,-1,Kronos Bio,,,Unknown,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,1,100000,140000,120000,MA,0,0,1,0,0,0,0,none,above average
data analyst,99-178 ,,3.9,Life360,,,51 to 200 ,30-06-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,99000,178000,138500,CA,1,1,0,0,0,0,1,none,above average
other positions,86-137 ,,3.6,IQVIA,,,10000+ ,09-07-1905,Company - Public,,,$2 to $5 billion (USD),3,0,0,86000,137000,111500,PA,0,0,0,0,0,0,0,none,above average
